year,to_country_id,to_country,performer,song,place_contest,running_final,place_final,points_final,points_tele_final,points_jury_final,lyrics,youtube_url
2016,be,Belgium,Laura Tesoro,What's the Pressure,10,1,10,181,51,130,Yannick Werther,Birsen Uçar
2016,nl,Netherlands,Douwe Bob,Slow Down,11,3,11,153,39,114,Jeroen Overman,Matthijs van Duijvenbode
2016,mt,Malta,Ira Losco,Walk on Water,12,22,12,153,16,137,Molly Pettersson Hammar,Tim Larsson
2016,at,Austria,Zoë,Loin d'ici,13,24,13,151,120,31,,"Et quand tu chantes, oui moi je chante aussi\nQuand tu t'élances, je suis\nEt quand tu voles, oui moi je vole aussi\nSi tu t'élances, j'te suis\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante, on chante\n\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante\n\nEt quand la route nous semble sans issue\nSans aucun doute j'te suis\nSans aucun doute, même si on s'ra perdu\nSans aucun doute j'te suis\n\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante, on chante\n\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante, on chante\n\nOn chante et on danse et on rit\nOn s'élance, réuni\nEnivré dans l'imprudence\n\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante, on chante\n\nDans un pays loin d'ici\nÀ la recherche du paradis\nDans un pays loin d'ici\nOn chante, on chante\n\n(Dans un pays loin d'ici) Dans un pays\n(À la recherche du paradis) Du paradis\n(Dans un pays loin d'ici) Dans un pays\nOn chante, on chante\n\n(Dans un pays loin d'ici)\nOn chante, on chante, on danse, on danse\n(À la recherche du paradis) Dans un pays\n\n(Dans un pays loin d'ici)\nOn chante, on chante, on danse, on danse\n(On chante) Loin d'ici"
2016,il,Israel,Hovi Star,Made of Stars,14,7,14,135,11,124,"A language I don't understand \nYou speak, I listen, I'm your friend\n(You hypnotize me)\n\nTake my hand\nA million faces tied in chains\nYou ride a Black horse in the rain \n(You hypnotize me)\n\nDon't escape no more, no more, no more, no more\nWe are all\n\nMade of stars\nSilver fragments fallin'\nWe are made of stars\nWe are made of stars\nSearching for that secret promise\nMade of stars\n\nYou heal me, you fill me\nIgnite a flame within me\n(Hypnotize me)\nI'm begging you\nDon't escape no more, no more, no more, no more\nWe are all\n\nMade of stars\nSilver fragments fallin'\nWe are made of stars\nWe are made of stars\nSearching for that secret promise\nMade of stars\n\nTell me that you understand\nCome in close and take my hand\nLet's float across the sky like there's no floor and there's no ceiling\nDance with me like we are made of stars\n'cause we are, we are, we are\n\nMade of stars\nSilver fragments fallin'\nWe are made of stars\nWe are made of stars\nSearching for that secret promise\nMade of stars\n\nDance with me like we are made of stars",https://youtube.com/watch?v=SS5TB2XUdgs
2016,lv,Latvia,Justs,Heartbeat,15,20,15,132,63,69,"I know you told so many times\nSo many words in different rhymes\nBut I don't feel the same\n\nI wasn't innocent, I know\nAnd things I did for sure were wrong\nThe time has passed so long\n\nFeeling your heartbeat\nThat's what I want\nThat's what I need\nFeeling again that you're breathing with me\n\nI'm getting wild when I'm alone\nI learned by heart you're not my own\nBut I never asked you to belong\n\nYou're my desire and my pain\nBut all battles are in vain\nYou mean more than anything to me\n\nFeeling your heartbeat\nThat's what I want\nThat's what I need\nFeeling again that you're breathing with me\n\nFeeling your heartbeat\nThat's what I want\nThat's what I need\nFeeling again that you're breathing with me\n\nYou're the one that I need\nYou're the air that I breathe\nDon't throw my heart away\nI want you to stay\n\nFeeling your heartbeat\nThat's what I want\nThat's what I need\nFeeling again that you're breathing with me\n\nFeeling your heartbeat\nThat's what I want\nThat's what I need\nFeeling again that you're breathing with me\n\nFeeling your heartbeat",https://youtube.com/watch?v=o-2Lt7zzlBU
2016,it,Italy,Francesca Michielin,No Degree of Separation,16,6,16,124,34,90,Federica Abbate,Federica Abbate
2016,az,Azerbaijan,Samra,Miracle,17,4,17,117,73,44,Jakke Erixson,
2016,rs,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),18,15,18,115,80,35,"I wish I could stop it, wish I could fight it\nBut there's nothing I can do, ooh…\nI thought that we were meant for each other\nOh, how I wish I knew you better\n\nI played a fool so many times\nCan't even count it\n\nEvery time I say goodbye\nYou try to hold me by your side\nCouldn't fight my way out of your hands\nFind a shelter from the pain\n\nEvery time you say your lies\nI hide away and close my eyes\nI won't let you tear my world apart\nGonna find a shelter for my heart\n\nI thought that it was supposed to hurt me\nI thought that it was love, mmm…\nI put my hands up but I won't surrender\nDon't need what doesn't serve me anymore\n\nI lick my wounds\nSo that I can keep on fighting\n\nEvery time I say goodbye\nYou try to hold me by your side\nCouldn't fight my way out of your hands\nFind a shelter from the pain\n\nEvery time you say your lies\nI hide away and close my eyes\nI won't let you tear my world apart\nGonna find a shelter for my heart\n\n(Oh… oh…)\nEvery time I said goodbye\n(Oh… oh…)\nBaby, stay away this time\n\nEvery time I say goodbye\n(You try to hold me by your side)\nI will fight my way out of your hands\n(Find a shelter from the pain)\n\nEvery time… (Every time you say your lies)\n(I hide away and close my eyes)\nWon't let you tear my world apart\nGonna find a shelter for my heart",https://youtube.com/watch?v=yTlxLiSQWjk
2016,hu,Hungary,Freddie,Pioneer,19,5,19,108,56,52,"When you need to run away\nFrom what other people say\nYour enemy might be your own mind\n\nA smile, a hug, a little praise\nYou haven't received for days\nFor long you feel mistreated\n\nIn a world where the poems sound fake\nAnd the love is replaced by the fame\n\nA million hearts of a million people\nBe proud, you were born to be real\nA million lies in a million temples\nIt's only fear, become a pioneer\n\nYou've been weird, been a mess\nThey don't know how to value uniqueness\nSo they turn their heads away, away\n\nWhen there no more products to sell\nEveryone will cast their own spell\n\nA million hearts of a million people\nBe proud, you were born to be real\nA million lies in a million temples\nIt's only fear, become a pioneer\n\nNo right time, no right place\nTo meet your inner grace\nApproval is found within\n\nA million hearts of a million people\nBe proud, you were born to be real\nNo right time, no right place, yeah\nA million lies in a million temples\nIt's only fear, become a pioneer\n\nYou should know, you should know\nOh, you should know, you should know",https://youtube.com/watch?v=bT2DcpqvorI
2016,ge,Georgia,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,20,23,20,104,24,80,Kote Kalandadze,"When I came to you\nYour smell on me\nI reached around the bed\nAnd grabbed a cigarette out of your bag\n\nSound of you breathing\nFeel of your skin\nBrought back some memories\nI never thought this all could happen to me\n\nTen hours are missing\nFrom memory\nI vaguely can recall\nPain and pleasure mixing in one bowl\n\nMy mind is spinning\nI know the bliss\nOne million miles away\nMy flesh and bones are dreaming in a haze\n\nThe stains of blood on your skin\nNight will come, so we'll see\nThe stains of blood on your skin\nNight will come, so we'll see\n\nThe stains of blood on your skin\nNight will come, so we'll see\nThe stains of blood on your skin\nOn your skin, on your skin\n\nWhen I came to you\nYour smell on me\nI reached around the bed\nAnd grabbed a cigarette out of your bag"
2016,cy,Cyprus,Minus One,Alter Ego,21,14,21,96,53,43,Constantinos Amerikanos,François Micheletto
2016,es,Spain,Barei,Say Yay!,22,19,22,77,10,67,Víctor Púa,
2016,hr,Croatia,Nina Kraljić,Lighthouse,23,17,23,73,33,40,,"Lightning strikes on the sea\nBreaking waves around me\nStormy tides and I feel my ship capsizing\n\nOut of sight, saving shore\nEver gone, ever more\nRocks and tide, rain that pours, the water's rising\n\nIn devastating times,\nI keep this hope of mine\nEven in the darkest night\n\n'cause there is a light, guiding my way\nKeeping me safe when oceans rage\nThere in the sky, hiding away\nNever to die and fade\n\nI know that I'll find your lighthouse,\nyour lighthouse\nI know that I'll find your…\n\nHarbour's near, no more fear\nWall of clouds disappears\nSo I steer to the pier, in tears arriving\n\nIn devastating times,\nI keep this hope of mine\nEven in the darkest night\n\n'cause there is a light, guiding my way\nKeeping me safe when oceans rage\nThere in the sky, hiding away\nNever to die and fade\n\nI know that I'll find your…\nI know that I'll find your…\n\nThere is a light,\nKeeping me safe when oceans rage\nThere in the sky, hiding away\nNever to die and fade\n\nI know that I'll find your, your lighthouse,\nyour lighthouse, your lighthouse,\nyour lighthouse, your lighthouse"
2016,gb,United Kingdom,Joe & Jake,You're Not Alone,24,25,24,62,8,54,S. Kanes,
2016,cz,Czechia,Gabriela Gunčíková,I Stand,25,2,25,41,0,41,Aidan O'Connor,Sara Biglert
2016,de,Germany,Jamie-Lee Kriewitz,Ghost,26,10,26,11,10,1,Thomas Burchia,Anna Leyne
2017,pt,Portugal,Salvador Sobral,Amar Pelos Dois,1,11,1,758,376,382,"Se um dia alguém perguntar por mim\nDiz que vivi para te amar\nAntes de ti só existi\nCansado e sem nada p'ra dar\n\nMeu bem, ouve as minhas preces\nPeço que regresses, que me voltes a querer\nEu sei que não se ama sozinho\nTalvez devagarinho possas voltar a aprender\n\nMeu bem, ouve as minhas preces\nPeço que regresses, que me voltes a querer\nEu sei que não se ama sozinho\nTalvez devagarinho possas voltar a aprender\n\nSe o teu coração não quiser ceder\nNão sentir paixão, não quiser sofrer\nSem fazer planos do que virá depois\nO meu coração pode amar pelos dois",https://youtube.com/watch?v=Qotooj7ODCM
2017,bg,Bulgaria,Kristian Kostov,Beautiful Mess,2,25,2,615,337,278,Borislav Milanov,Joacim Persson
2017,md,Moldova,Sunstroke Project,Hey Mamma,3,7,3,374,264,110,Sergei Yalovitsky,Sergey Stepanov
2017,be,Belgium,Blanche,City Lights,4,23,4,363,255,108,Ellie Delvaux,Pierre Dumoulin
2017,se,Sweden,Robin Bengtsson,I Can't Go On,5,24,5,344,126,218,Robin Stjernberg,
2017,it,Italy,Francesco Gabbani,Occidentali's Karma,6,9,6,334,208,126,Luca Chiaravalli,
2017,ro,Romania,Ilinca feat. Alex Florea,Yodel It!,7,20,7,282,224,58,"Hey, all you out there\nWanna sing and shout?\nYodele yodele oo, sing it!\nYodele yodeleioo\n\n♪ Yodeleeii ♪\n♪ Yodeleeioo ♪\nSing and shout, i can't hear you\n♪ Yodeleeii ♪\nYodele yodeleioo\n♪ Yodeleeioo ♪\n\nYou never show the spark that makes you glow\nYou always run away, you always say no to the right things\nDon't try to hide, the light, inside of you\nToday might be the day when you will make it baby\n\nSo bring it on, bring it on, I'm a dreamer\nIf you don't believe it, come and see me I will teach you\nIf you never try, you'll never be alive\nYou are gonna miss out on this ride\n\n♪ Yodeleeii, yodeleeii, yodeleeii, yodeleeioo ♪\nYodele yodele oo\n♪ Yodeleeii, yodeleeii, yodeleeii, yodeleeioo ♪\nYodele yodeleioo\n♪ Yodeleeii ♪\nWanna hear this now\n♪ Yodeleeioo ♪\nGonna act really crazy \n♪ Yodeleeii ♪\nYodele yodeleioo\n♪ Yodeleioo ♪\n\nNow what's the use of being so confused\nOf doing all this work you really don't want to be doing\nBut you'll be fine, it's time to feel alive\nDon't stop from reaching for the stars and keep on moving\n\nSo bring it on, bring it on, I'm a dreamer\nIf you don't believe it, come and see me, I will teach ya\nIf you never try, you'll never be alive\nYou are gonna miss out on this ride!\n\n♪ Yodeleeii, yodeleeii, yodeleeii, yodeleeioo ♪\nYodele yodele oo\n♪ Yodeleeii, yodeleeii, yodeleeii, yodeleeioo ♪\nYodele yodeleioo\n♪ Yodeleeii ♪\nWanna hear this now\n♪ Yodeleeioo ♪\nGonna act really crazy \n♪ Yodeleeii ♪\nYodele yodeleioo\n♪ Yodeleioo ♪\n\nSitting alone at my desk on a 9 to 5 program, It just won't do \nGet another coffee, get another one to make it through\nDon't want this anymore\n\nDon't you hide that light inside of you\nCome and show me what you wanna do\n\nIf you're stuck in a place and it feels like shitt\nIf you wanna run feeling like a misfit\nCome on sing along\nCome on sing this song\nSay 1, 2, 3\n\n♪ Yodeleeii, yodeleeiiooioioioioo, yodeleeioo ♪\nJust shout it baby\n♪ Yodeleeii, yodeleeiiooioioioioo, yodeleeioo ♪\nJust shout it baby\n♪ Yodeleeii ♪\nWanna hear this now\n♪ Yodeleeioo ♪\nGonna act really crazy \n♪ Yodeleeii ♪\nYodele yodeleioo\nJust shout it baby",https://youtube.com/watch?v=ZSHc7iDuBCQ
2017,hu,Hungary,Joci Pápai,Origo,8,8,8,200,152,48,"Be kell csuknod a szemed\nÚgy láthatsz meg engemet\nHogy meghódítsd a szívem\nIsmerned kell lelkemet\n\nHa nem kellek, hadd menjek\nÉn csavargónak születtem\nKínlódtam már eleget\nDe az Isten lát engem, lát engem\n\nJálomá lommá, jálomá lommá\nJálomá lommá lomalom\nJálomá lommá, jálomá nédinná\nJálomá lommá, lomálom\n\nMért hazudtad azt nekem\nHogy nem számít a színem\nTudtad barna a szemem\nSosem változik bennem\n\nNem kérek már belöled\nMenj el innen hagyj engem\nNe is lássalak téged\nÁtkozott légy örökre\n\nJálomá lommá, jálomá lommá\nJálomá lommá lomalom\nJálomá lommá, jálomá nédinná\nJálomá lommá, lomálom\n\nEngem négyévesen megszólított az Isten\nEgy igazi fegyvert adott a kezembe\nTudtam, csak ö vigyázhat rám\nTöbbet gyakoroltam vele mint egy szamuráj\nBenne bízhatok, mindig az igazat mondja\nVele sírhatok, de az utat mutatja\nEz egy olyan szövetség, ami marad örökké\nFel nem áldozható, ö a legföbb kincsem\n\nSejtelmes erök laknak a gyerekben\nFélnek töle, látszik a szemekben\nA húrjaim támadnak, sírnak a testekbe\nHiába is véded ki, méreg a hangszerbe\nNagy tömegeket itattam át vele\nHallod a dallamom, már tudod a nevemet\nHosszú az út, sebek a hátamon\nEzrek könnyei folynak a gitáromon\n\nJálomá lommá, jálomá lommá\nJálomá lommá lomalom\nJálomá lommá, jálomá nédinná\nJálomá lommá, lomálom\n\nJálomá lommá, jálomá lommá\nJálomá lommá lomalom\nJálomá lommá, jálomá nédinná\nJálomá lommá, lomálom",https://youtube.com/watch?v=hqM0AkP7zcI
2017,au,Australia,Isaiah Firebrace,Don't Come Easy,9,14,9,173,2,171,Michael Angelo,
2017,no,Norway,Jowst,Grab the Moment,10,17,10,158,29,129,They read me like a book that is open\nWhile punching on a bag and I'm choking\nI'm looking for a sign while they're stepping on my mind\nBut I hide behind a simpleminded notion\n\nI try to act cool but I'm boiling\nFeeling like a fool that was chosen\nTry to keep myself calm while my head was getting bombed\nReally need to get that good vibe going\n\nSo when it's all or nothing\nI put my nerves in the coffin\nSo when it's all or nothing\nI put my nerves in the coffin\n\nI'm gonna kill that voice in my head\nI don't care about falling\nI'm gonna grab the moment\n\nI'm gonna kill that voice in my head\nI don't care about falling\nI'm gonna grab the moment\n\nGetting kinda heavy on my shoulders\nTry to stand straight but I'm boneless\nGot a pocketful of prose while I'm walking on my toes\nAnd I'm coping with a map that is roadless\n\nGot eyes in my neck but I'm absent\nI'm quiet in a corner seeking action\nI wanna be bold but I'm only getting old\nI need to stop drowning in distractions\n\nSo when it's all or nothing\nI better get that good vibe buzzing\nSo when it's all or nothing\nI get that good vibe buzzing\n\nI'm gonna kill that voice in my head\nI don't care about falling\nI'm gonna grab the moment\n\nI'm gonna kill that voice in my head\nI don't care about falling\nI'm gonna grab the moment\n\nHidden deep in that beat\nThere's a calling for that leap\nGot no control but I know\nThere's a fire in my soul\n\nHidden deep in that beat\nThere's a calling for that leap\nGot no control but I know\nThere's a fire in my soul\n\nI'm gonna kill that voice in my head\nI don't care about falling\nI'm gonna grab the moment\n\nI'm gonna kill that voice in my head\nI don't care about falling\nI'm gonna grab the moment,https://youtube.com/watch?v=U-Bk0PCotY0
2017,nl,Netherlands,OG3NE,Lights And Shadows,11,6,11,150,15,135,Rick Vol,"Cry no more, cry no more\n\nThough the hallway catches light,\nit won't reach the corner where you strongly fight.\n(Here in the shadow)\nAt this place they know the game,\noutside the world will turn and feel the same.\n(There in the sunlight)\n\nBut you are so much more, to me,\nthan the one who carries all the burden,\nI can only hope, once you fly, you'll be free\n\nyou should never\n\nCry, no more, feeling all alone and insecure\nyou have been going through these stages\nnow it's time to turn the pages\nWe're gonna stand in line\nand not give up but walk that road\nthat everybody goes,\nthrough lights and shadows\n\nEvery time the candle glows,\nit lightens up the space but no one knows\n(Will there be a dark side?)\nEvery battle's victory\nis a double feeling when you cannot be\n(Here in the spotlight)\n\nCause you are so much more, to me,\nthan the one who lifts us on your shoulders,\nI can only hope, once you fly, you'll be free\n\nyou should never\n\nCry, no more, feeling all alone and insecure\nyou have been going through these stages\nnow it's time to turn the pages\nWe're gonna stand in line\nand not give up but walk that road\nthat everybody goes,\nthrough lights and shadows\n\nOn a scale of one to ten\nyou got the biggest score you're heaven sent\nno one will doubt that you're an angel\nSo what went wrong this time,\nhurt nobody, did no crime,\nwhat's with the universe, why you?\n\nCry, no more, feeling all alone and insecure\nyou have been going through these stages\nnow it's time to turn the pages\nWe're gonna stand in line\nand not give up but walk that road\nthat everybody goes,\nthrough lights and shadows"
2017,fr,France,Alma,Requiem,12,26,12,135,90,45,Nazim Khaled,"Des amours meurent, des amours naissent\nLes siècles passent et disparaissent\nCe que tu crois être la mort\nC'est une saison et rien de plus\nUn jour lassé de cette errance\nTu t'en iras quelle importance\nCar la Terre tournera encore\nMême quand nous ne tournerons plus\n\nEmbrasse-moi, dis-moi que tu m'aimes\nFais-moi sourire au beau milieu d'un requiem\nEmbrasse-moi, dis-moi que tu m'aimes\nFais-moi danser jusqu'à ce que le temps nous reprenne\n\nCe qu'il a donné\nUn an, deux ans, cent ans de bonheur\nPuis la vie te cueille comme une fleur\nFais-moi marrer j'en ai besoin\nEn attendant que sonne l'heure\nUn an, deux ans, cent ans à deux\nEt puis un jour on est tout seul\nOn pleure mais on survit quand même\nC'est la beauté du requiem\n\nLes étincelles deviennent des flammes\nLes petites filles deviennent des femmes\nCe que tu crois être la mort\nC'est un brasier et rien de plus\nNos déchirures, nos déchéances\nOn pense qu'elles ont de l'importance\nMais demain renaîtra le jour\nComme si nous n'avions pas vécu\n\nEmbrasse-moi, dis-moi que tu m'aimes\nFais-moi sourire au beau milieu d'un requiem\nEmbrasse-moi, dis-moi que tu m'aimes\nFais-moi danser jusqu'à ce que le temps nous reprenne\n\nCe qu'il a donné\nUn an, deux ans, cent ans de bonheur\nPuis la vie te cueille comme une fleur\nFais-moi marrer j'en ai besoin\nEn attendant que sonne l'heure\nUn an, deux ans, cent ans à deux\nEt puis un jour on est tout seul\nOn pleure mais on survit quand même\nC'est la beauté du requiem\n\nDes amours naissent, des amours meurent\nCe soir enfin je n'ai plus peur\nJe sais que je t'aimerai encore\nQuand la Terre ne tournera plus\nDes amours naissent, des amours meurent\nCe soir enfin je n'ai plus peur\nJe sais que je t'aimerai encore\nQuand la Terre ne tournera plus\n\nEmbrasse-moi, dis-moi que tu m'aimes\nFais-moi sourire au beau milieu d'un requiem\nEmbrasse-moi, dis-moi que tu m'aimes\nFais-moi danser jusqu'à ce que le temps nous reprenne\n\nCe qu'il a donné\nCe qu'il a donné\nCe qu'il a donné\nCe qu'il a donné\nCe qu'il a donné"
2017,hr,Croatia,Jacques Houdek,My Friend,13,13,13,128,103,25,Tony Malm,Arjana Kunštek
2017,az,Azerbaijan,Dihaj,Skeletons,14,12,14,120,42,78,"Standing in a mirror lane wondering what to do\nAnother day and gravity's got, gotten a hold of me\nI never dreamed that this could be happening, not to me\nBut there he came falling down\nFalling so hard I started believing\n\nNow I'm into daydreams\nAmazed by thorn jeans\nDeep into high extremes\n\nWhen I'm with him it's fantasy\nWe're just like alchemy\nOh, I feel ready\n\nHave my skeletons\n(I can only trick you once, bad boy)\nHave my lungs, my millions\n(Talk is cheap, don't speak in tongues, bad boy)\n\nDrum drum drum, bring down the guns\n(Drum drum drum, bring down the guns, bad boy)\nI'm so, so cursed, bad boy\n(Fuss and fight won't get you tons)\n\nThe world is spinning faster by the minute\nAnd I'm longing to be saved\nThis bitter sweet sensation got a\nGot another hold of me\n\nNow I'm stuck in daydreams\nSurrounded by thorn jeans\nDeep into high extremes\n\nWhen we hook up it's fantasy\nWe're just like alchemy\nI've never been so ready\n\nHave my skeletons\n(I can only trick you once, bad boy)\nHave my lungs, my millions\n(Talk is cheap, don't speak in tongues, bad boy)\n\nDrum drum drum, bring down the guns\n(Drum drum drum, bring down the guns, bad boy)\nI'm so, so cursed, bad boy\n(Fuss and fight won't get you tons)\n\n(I can only trick you once, bad boy)\nI can only trick you once\n(Talk is cheap, don't speak in tongues, bad boy)\n(Talk is cheap, don't speak in tongues, bad boy)\nTalk is cheap, don't speak in tongues\n\nDrum drum drum, bring down the guns\n(Drum drum drum, bring down the guns, bad boy)\nBad boy, fuss and fight won't get you tons, bad boy\n(Fuss and fight won't get you tons)\n\nHave my skeletons\n(I can only trick you once, bad boy)\nHave my lungs, my millions\n(Talk is cheap, don't speak in tongues, bad boy)\n\nHave my skeletons\n(Drum drum drum, bring down the guns, bad boy)\nI'm so so cursed\n(Fuss and fight won't get you tons)\n\nHave my skeletons",https://youtube.com/watch?v=g_HSRHqd_7s
2017,gb,United Kingdom,Lucie Jones,Never Give Up on You,15,18,15,111,12,99,Lawrie Martin,
2017,at,Austria,Nathan Trent,Running On Air,16,4,16,93,0,93,,"It's been a long time running\n'Cause I had some things to see\nI had to meet some people\nWho were there to believe in me\n\nI'm taking all that struggle\nReminds me what I'm fighting for\nI'm living it up, I ain't gonna stop\nTill I make that final score\n\nAnd I'll keep running as fast as I can\nI'll keep running\nI won't stop, I won't stop, no no\n\nHey now, if you push me down I'll get up again\nHey now, if you let me drown I'll swim like a champion\nI'm sure there'll be good times, there'll be bad time\nBut I don't care 'cause I'm running on air\n(Running, running) Yeah\n\nGive me a million reasons\nBut my answer stays the same\nYou can try to put me in a box\nBut I'm doing it my own damn way\n\nSee I can stand them talkers\nAll pretending that their lives' a mess\n'Cause whatever you want, whatever you need\nYou gotta get off your…\n\nAnd I'll keep running as fast as I can\nI'll keep running\nI won't stop, I won't stop\n\nHey now, if you push me down I'll get up again\nHey now, if you let me drown I'll swim like a champion\nI'm sure there'll be good times, there'll be bad time\nBut I don't care 'cause I'm running on air\n\nHey, I'm running on air\nRunning, running on air\n(Oh whoa… oh whoa…) Running, running\nNow I don't care\n\nHey now, if you push me down I'll get up again\nHey now, hey now\n\nYeah… (Oh whoa… oh whoa…)\nYou can push me, push me down\n(Oh whoa… oh whoa…) Hey now\nBut I'll get up again\n\nI'm sure there'll be good times, there'll be bad time\nBut I don't care 'cause I'm running on air"
2017,by,Belarus,Naviband,Historyja Majho Zyccia,17,3,17,83,33,50,"Koĺki dzion, koĺki spatkanniaŭ\nNovyja vobrazy i harady\nŠerah padziej, nas pakidaje\nU sercy trymajem\nIdziem daliej\n\nHistoryja majho žyccia\nBudzie sviacić jašče jarčej\nU našaj kryvi sonca zajhraje\nUsia pryhažosć Tvaich vačej\n\nDzie budzieš ty – ja adšukaju\nJarkija momanty znojdziem chučej\nSienniašni dzień, stanie pačatkam\nNovych žadanniaŭ, liepšych idej\n\nHistoryja majho žyccia\nBudzie sviacić jašče jarčej\nU našaj kryvi sonca zajhraje\nUsia pryhažosć Tvaich vače",https://youtube.com/watch?v=coFfFZvPmRY
2017,am,Armenia,Artsvik,Fly With Me,18,5,18,79,21,58,Avet Barseghyan,David Tserunyan
2017,gr,Greece,Demy,This is Love,19,15,19,77,29,48,Romy Papadea,"Holding on to what we had can be so complicated\nCould be time to move along and face it, no more debating\nWatch the river running dry\nNow it's time to say goodbye\n\nThere's an echo in my head\nThere's a story still unread\nAnd I need you here tonight\nWalk away, don't turn around\nI will never let you down\nI won't let you see me cry\n\nThere's an echo in my head\nThere's a crossroad up ahead\nHow I want you here\nForever and ever and ever and ever\nI'm not giving up\n\nThis is love\nReaching out for the stars\nYou and me as one\nEverywhere this is love\n\nThis is love\n\nHolding on to what we had can be so self-destroying\nRemember how we laughed and played around till night met the morning?\nWatch the sun set in the sky\nThere will never be goodbye\n\nThere's an echo in my head\nThere's a story still unread\nAnd I need you here tonight\nWalk away, don't turn around\nI will never let you down\nHow I want you here\nForever and ever and ever and ever\nI'm not giving up\n\nThis is love\nReaching out for the stars\nYou and me as one\nEverywhere this is love\n\nThis is love\nReaching out for the stars\nYou and me as one\nThis is love"
2017,dk,Denmark,Anja,Where I Am,20,10,20,77,8,69,Michael D'Arcy,
2017,cy,Cyprus,Hovig,Gravity,21,19,21,68,32,36,"No matter where you're going\nNo matter where you be\nWherever the wind is blowing\nLet me be your gravity\n\nI can be your hero\nI can be your fantasy\nI can be the cure\nYeah\nLet me be\nYour remedy\n\nRight beside you\nI'll never leave you\n\nLet me be your heart and your company\nI'll let you be the one who can lean on me\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nLet me be your wings\nWhen you're flying high\nI'm gonna raise you up till you touch the sky\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nTouch me, inseparably\nLike gravity\n\nAs high as the highest mountain\nAs low as the deepest sea\nOh settle down […] let me be your gravity\n\nLet me be your heart and your company\nI'll let you be the one who can lean on me\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nLet me be your wings\nWhen you're flying high\nI'm gonna raise you up till you touch the sky\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nTouch inseparably\nIt's all we'll ever be\nYou be gravity\n\nLet me be your heart and your company\nI'll let you be the one who can lean on me\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nLet me be your wings\nWhen you're flying high\nI'm gonna raise you up till you touch the sky\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity",https://youtube.com/watch?v=ZDe9FCLgE04
2017,pl,Poland,Kasia Moś,Flashlight,22,2,22,64,41,23,Rickard Bonde Truumeel,
2017,il,Israel,Imri Ziv,I Feel Alive,23,1,23,39,5,34,,"The secret of my life \nIs never givin' up \nNow I'm close to you\nWalking through the stars \nBrings me to the start \nWhen I walk with you\n\nI was waiting way too much\nFor something good to come \nAnd I'm a bit fragile \nWas waiting way too much \nIt's like an hourglass \nAnd you're like trouble \n\nBreaking me to pieces \nI wanted you to know that \nEvery piece broke from you \nBreaking me to pieces \n'Coz every time \nYou come around \nI feel alive \nNow I'm trying \nI'm trying \nI feel alive!\nI feel alive!\n\nThe years I've been alone \nFar away from home \nReminded me of you\nMy job is almost done\nBaby I can now\nEscape away with you \n\nI was waiting way too much\nFor something good to come \nAnd I'm a bit fragile \nWas waiting way too much \nIt's like an hourglass \nAnd you're like trouble \n\nBreaking me to pieces \nI wanted you to know that \nEvery piece broke from you\nBreaking me to pieces \n'Coz every time \nYou come around \nI feel alive \nNow I'm trying \nI'm trying \nI feel alive!\nSo alive\nAlive, alive, alive\n\nBreaking me to pieces \nI wanted you to know that \nEvery piece broke from you\nBreaking me to pieces \n'Coz every time \nYou come around \nI feel alive"
2017,ua,Ukraine,O.Torvald,Time,24,22,24,36,24,12,Zhenia Galych,Yevhen Kamenchuk
2017,de,Germany,Levina,Perfect Life,25,21,25,6,3,3,Lindy Robbins,
